"ID_REF"	"GSM322969"	"GSM323054"	"GSM323523"	"GSM323524"	"GSM323525"	"GSM323526"	"GSM323527"	"GSM323528"	"GSM323529"	"GSM323530"	"GSM323531"	"GSM323554"	"GSM323555"	"GSM323557"	"GSM323558"	"GSM323559"	"GSM323560"	"GSM323561"	"GSM323562"	"GSM323563"	"GSM323564"	"GSM323565"	"GSM323566"	"GSM323567"	"GSM323569"
"214912_at"	116.59	112.41	143.01	130.53	105.51	126.68	125.42	196.32	123.53	155.5	147.53	142.26	144.28	147.96	224.17	179.89	157.09	243.96	101.29	137.3	157.78	122.17	159.49	84.85	107.77
"214913_at"	52.15	63.99	64.14	63.08	72.62	77.54	64.59	47.39	61.44	59.64	50.14	50.91	50.55	64.34	56.4	60.86	54.5	48.59	74.81	92.74	166.11	68.52	110.47	65.04	78.9
"214914_at"	72.74	85.64	79.1	70.72	84.59	85.8	87.52	83.85	77.68	104.16	50.53	74.4	82.89	84.17	82.15	75.53	88.15	64.92	68.05	65	86.65	67.2	65.41	65.46	58.94
"214915_at"	124.78	153.29	134.3	141.18	133.28	168.91	134.72	129.38	136.68	157.91	144.25	150.65	133.25	140.15	168.4	144.09	120.26	148.47	117.82	186.17	149.82	178.52	164.84	143.13	142.93
"214916_x_at"	115.32	108.11	90.68	101.87	115.5	105.5	116.46	106.35	89.95	127.94	88.2	97.58	108.42	107.89	100.37	102.89	104.24	104.3	84.27	117.28	1595.45	112.6	92.64	98.49	94.11
"214917_at"	92.9	92.41	91.92	89.87	84.04	112.63	94.07	108.4	124.42	97.76	93.67	89.88	99.52	102.46	132.92	107.2	102.89	108.15	127.56	130.17	80.37	97.81	125.77	92.26	79.66
"214918_at"	68.87	70.99	66.19	76.95	57.75	87.49	72.51	77.42	81.49	68.45	78.91	75.19	75.38	73.42	102.21	86.94	75.88	63.43	76.81	128.59	78.44	94.01	102.21	81.26	93.73
"214919_s_at"	164.4	185.58	241.8	226.58	199.5	220.77	235.4	275.95	217.09	190.83	191.65	221.79	221.31	202.23	277.32	243.23	224.41	204.64	237.3	220.46	558.59	145.63	289.24	139.56	138.62
"214920_at"	139.14	327.19	393.41	218.54	233.03	257.46	229.51	165.56	272.11	288.82	170.22	267.12	240.12	299.3	218.18	348.62	326.03	89.45	216.03	210.56	113.32	134.24	152.8	194.39	197.3
"214921_at"	252.15	195.78	152.39	155.24	166.34	156.2	180.34	150.26	152.79	204.25	173.55	165.86	184.53	191.01	148.26	171.19	130.78	262.06	194.76	185.56	209.04	253.65	228.04	268.7	210.72
"214922_at"	138.92	121.68	121.6	105.29	169.28	138.67	140.85	118.65	149.79	166.53	117.11	110.61	143.19	143.53	123.45	125.65	119.58	120.44	119.62	130	104.2	92.6	114.54	128.12	95.24
"214923_at"	161.61	176.83	165.72	168.27	171.08	183.08	173.15	163.91	145.81	194.02	149.17	172.46	155.71	177.49	155.19	135.86	161.42	170.47	149.19	183.93	183.5	207.96	170.88	172.48	173.76
"214924_s_at"	289.51	443.99	538.42	494.53	507.29	562.81	428.12	401.69	462.55	424.57	440.21	558.83	560.75	410.37	616.15	597.78	585.06	392.51	439.92	464.84	1035.18	453.67	682.34	314.61	302.07
"214925_s_at"	305.16	359.78	238.01	224.2	340.37	283.54	317.16	313.88	328.88	358.92	272.55	283.36	255.79	247.56	230.35	199.98	228.42	360.27	257.92	281.54	365.45	332.09	383.06	283.76	391.88
"214926_at"	139.69	158.38	169.11	119.4	128.03	195.18	202.6	150.12	157.32	136.39	131.6	201.22	130.59	154.73	125.05	126.92	134.24	279.43	143.75	137.66	154.44	226.49	174.12	178.25	165.74
"214927_at"	87.94	82.4	108.24	79.34	80.97	98.79	99.07	197.93	89.68	81.56	110.1	78.89	110.1	68.67	84.95	75.7	78.9	146.94	109.36	80.9	124.9	190.74	126.63	141.21	80.01
"214928_at"	177.71	201.51	170.63	172.43	171.7	199.21	227.59	195.6	179.06	212.34	176.01	193.56	195.99	220.32	196.96	181.52	178.2	186.13	170.61	216.42	228.86	243.49	242.93	196.19	198.76
"214929_s_at"	148.12	129.33	118.83	115.69	136.86	99.28	126.42	123.37	126.97	151.31	97.75	125.89	115.18	132.84	94.21	95.03	112.49	139.28	112.1	112.94	141.66	118.89	101.6	147.01	131.44
"214930_at"	233.47	670.48	505.57	452.6	490.1	428.95	546.45	312.64	711.68	586.07	457.96	630.91	608.46	716.72	543.98	654.38	582.51	144.71	465.45	570.48	149.18	287.03	353.71	439.31	746.64
"214931_s_at"	215.87	237.66	248.21	245.11	268.32	198.65	220.13	209.99	266.28	262.12	287.32	257.63	220.55	254.79	176.7	221.88	224.77	280.35	245.37	199.06	186.97	350.72	215.14	363	393.8
"214932_at"	193.55	155.74	137.31	131.87	144.69	115.44	208.89	191.55	138.46	190.08	119.43	173.92	152.49	205.64	111.2	133.28	131.57	156.22	139.95	134.73	198.63	142.46	116.74	116.38	159.88
"214933_at"	348.91	630.05	440.78	524.05	461.34	551.44	497.82	427.7	592.11	454.01	453.01	510.18	443.82	468.24	908.41	671.19	561.92	569.42	537.48	771.31	200.06	1936.49	1903.85	1911.43	632.21
"214934_at"	180.39	175.92	229.93	140.23	233.6	213.73	188.76	192.37	230.62	230.03	219.91	214.1	223.23	178.25	231.35	238.6	204.25	181.02	186.47	188.69	182.98	171.71	190.33	193.23	130.35
"214935_at"	67.64	72.44	60.5	69.43	60.89	101.71	70.22	66.84	75.8	78.25	78.18	74.77	64.86	64.52	77.04	74.65	54.94	72.95	74.18	132.74	74.59	98.71	79.12	102.36	64.98
"214936_at"	126.09	123.94	113.27	119.27	107.94	100.06	133.83	115.07	111.48	120.68	109.09	120.51	131.95	103.89	129.55	111	121.65	117.28	127.98	163.41	102.49	313.8	218.37	313.02	153.5
"214937_x_at"	532.03	598.08	702.83	584.09	532.95	611.44	644.28	840.83	665.32	556.15	515.91	657.31	631.77	544.63	675.63	628.08	542.04	868.72	634.45	550.67	768.71	396.92	801.21	566.7	332.76
"214938_x_at"	5174.83	5330.93	5774.43	5376.08	4624.14	5585.65	5378.01	5379.26	5128.31	5834.39	5273.43	5439.48	5392.6	5968.21	6084.06	5386.96	5182.47	4601.26	4280.14	6084.18	4978.72	4552.72	7234.15	4413.23	3308.57
"214939_x_at"	151.23	166.39	147.78	145.28	159.53	127.63	153.22	156.91	150.83	157.82	181.89	168.65	154.63	130.14	123.27	126.81	117.18	164.12	128.57	120.34	146.14	167.32	126.78	166.89	156.49
"214940_s_at"	199.65	172.27	191.64	214.37	219.8	265.27	201.36	205.32	180.35	204.1	192.3	188.03	214.21	251.15	242.56	227.34	218.85	204.03	247.92	337.13	266.59	217.29	231.13	196.46	212.31
"214941_s_at"	640.52	670.14	496.8	538.62	605.85	532.86	693.83	628.64	526.6	590.29	438.11	555.21	518.44	615.63	363.07	422.39	506.92	614.13	472.46	479.07	418.02	367.35	514.74	519.15	539.29
"214942_at"	93.22	62.02	51.63	45.31	70.11	52.95	87.24	73.96	50.77	84.82	44.44	63.98	67.04	68.61	54.43	68.23	58.01	69.81	56.31	77.74	80.61	75.87	66.46	62.68	57.67
"214943_s_at"	95.67	96.69	139.72	135.02	145.95	79.12	101.63	100.31	138.91	127.37	193.14	130.95	140.32	100.05	109.55	124.8	116.64	121.94	169.41	78.55	78.81	110.14	92.81	142.66	91.98
"214944_at"	260.82	204.96	209.61	225.03	219.86	217.77	239.44	236.4	190.53	234.4	194.14	219.7	212.53	230.67	191.33	184.24	224.57	231.35	205.14	212.55	226.07	263.65	180.62	198.92	237.97
"214945_at"	68.88	92.58	76.12	90.21	79.1	102.6	83.14	61.3	79.5	73.08	98.47	75.34	55.59	83.38	143.71	77.8	75.7	77.22	85.08	84.64	53.75	371.72	494.34	459.34	64.7
"214946_x_at"	643.18	558.48	591.08	593.86	614.07	673.23	573.86	556.78	621.98	737.88	635.34	586.72	648.65	569.97	550.53	623.36	670.43	502.1	526.02	561.37	953.96	649.69	659.82	796.88	457.58
"214947_at"	148.16	166.02	145.5	150.02	163.68	149.96	167.53	158.99	139.89	189.55	124.72	148.37	148.81	181.83	146.55	129.91	123.66	166.34	153.96	173.26	157.99	156.23	160.83	159.85	163.09
"214948_s_at"	375.76	517.98	489.61	423.64	489.69	445.5	406.21	392.39	489.09	488.06	528.96	445.77	424.31	461.31	551.41	433.55	356.13	418.25	460.28	526.81	301.81	692.46	561.29	560.96	716.81
"214949_at"	414.77	546.44	531.35	404.14	475.64	369.53	431.27	371.16	572.71	535.2	630.9	488.58	464.23	522.37	418.25	428.22	338.59	473.42	413.39	393.34	252.48	844.98	617.09	762.08	804.8
"214950_at"	284.7	219.92	201.79	204.21	241.8	259.26	277.25	283.51	195.37	236.8	164.55	208.19	241.12	233.23	191.96	165.82	232.61	218.09	199.23	227.62	242.57	218.23	191.2	179.09	175.37
"214951_at"	302.27	324.62	238.21	226.96	247.56	241	346.31	276.63	247.12	312.99	243.17	300.39	247.98	321.03	203.29	212.71	247.73	247.46	216.04	250.52	257.07	356.37	347.02	339.67	303.66
"214952_at"	389.03	551.07	516.05	418.07	321.67	251.63	387.01	528.26	424.09	526.28	408.04	430.23	409.62	420.9	254.73	331.09	313.54	983.68	240.56	220.53	107.66	213.03	184.96	345.07	81.59
"214953_s_at"	2284.2	3060.59	2747.13	2687.01	2759.51	1992.83	3062.74	3406.82	2771.13	2454.88	3252.14	3423.22	2659.03	2927.66	2704.83	2898.7	3400.61	3430.45	2152.62	1706	1421.54	2309.44	2070.76	2276.25	2005.25
"214954_at"	617.61	932.92	869.91	734.04	492.29	758.17	624.51	722.95	985.93	1071.62	823.64	983.29	961.1	1047.66	1089.52	1212.54	578.95	1137.13	539.83	349.58	231.61	74	106.99	73.19	39.2
"214955_at"	452	401.6	415.99	469.3	408.5	502.97	495.1	504.34	316.8	468.71	322.12	411.9	455.87	437.99	373.3	344.61	444.43	449.09	450.38	517.59	442.87	417.61	400.9	321.32	559.41
"214956_at"	117.01	113.42	113.24	91.26	109.82	111.22	121.6	114.22	103.8	128.2	99.93	111.6	120.95	132.29	121.82	109.61	110.73	124.24	100.2	130.01	130.6	544.35	464.19	667.2	204.65
"214957_at"	262.73	207.24	254.33	309.11	230.64	343.03	295.01	277.16	228.15	292.05	258.03	263.42	261.32	314.57	310.29	255.57	271.67	284.81	254.91	358.23	344.07	310.46	364.08	261.3	364.36
"214958_s_at"	291.84	280.8	263.51	266.56	260.51	241.7	290.6	266.93	295.51	304.07	272.18	306.69	370.4	268.67	205.31	261.11	325.9	261.38	227.18	230.25	245.56	205.74	220.55	204.73	232
"214959_s_at"	153.6	179.71	161.58	173.26	192.1	140.74	203.83	161.94	178.69	185.79	191.18	175	166.18	153.77	132.08	152.55	142.81	227.37	158.96	148.7	146.6	233.21	157.72	257.96	150.35
"214960_at"	89.58	102.31	98.98	110.37	111.62	99.67	111.32	120.81	118.39	111.03	83.3	108.48	109.36	105.92	104.44	114.56	98.49	140.97	107.52	90.87	110.12	93.16	110.14	97.56	84.86
"214961_at"	184.73	151.45	139.79	130.58	171.66	137.38	188.76	176.78	121.14	184.96	141.57	186.5	186.57	158.87	109.23	89.85	138.12	106.17	107.67	154.16	205.68	180.27	154.68	185.67	203.75
"214962_s_at"	133.77	126.2	112.72	119.8	124.62	164.55	113.12	112.91	133.25	128.85	140.75	127.36	118.57	107.14	131.46	121.94	108.71	122.14	115.22	193.72	129.98	164.39	149.89	169.22	129.6
"214963_at"	133.97	124.63	109.15	118.93	144.59	143.27	129.26	127.88	113.35	119.86	137.35	119.53	142.11	142.45	133.35	116.14	106.81	133.31	126.17	128.05	145.01	126.35	134.1	131.47	136.84
"214964_at"	179.83	213.56	169.62	162.05	218.3	198.04	202.57	209.39	152.88	196.27	199.78	183.9	201.03	226.69	236.36	176.85	166.61	180.18	150.64	234	203.66	247.33	217.78	170.9	231.21
"214965_at"	331.81	337.14	274.78	273.62	287.28	238.24	361.76	298.59	269.23	336.25	239.02	325.43	283.09	362.9	282.28	250.24	254.84	299.12	296.34	314.24	313.76	335.07	270.57	331.33	386.45
"214966_at"	222.84	249.81	209.76	226.22	234.14	159.27	205.7	167.5	253.63	262.19	216.27	245.72	204.39	251.6	198.03	221.58	185.8	178.2	205.2	235.7	129.36	190.02	171.35	185.63	279.14
"214967_at"	169.65	137.26	172.07	199.59	180.48	145.73	191.36	183.53	190.25	159.23	417.9	171.49	192.28	215.5	231.75	203.26	163.48	192.09	184.42	260.19	210.26	100.36	119.24	72.88	57.1
"214968_at"	233.2	224.93	172.38	196.36	212.41	198.29	278.55	194.73	181.16	228.62	214.67	242.9	214.59	267.38	185.36	169.66	181.09	210.9	272.53	244.6	187.64	195.12	208.16	242.06	236.6
"214969_at"	182.85	139.73	159.52	140.83	157.58	171.6	153.97	161.63	167	167.39	167.72	149.98	154.27	178.52	145.28	164.95	165.9	178.61	155.15	161.92	171.42	231.35	204.14	209.41	199.39
"214970_s_at"	128.71	127.67	105.83	108.03	121.72	111.57	121.53	116.27	89	146.28	88.66	109.47	103.98	127.6	119.01	86.61	95.48	105.38	99.2	102.54	107.61	107.84	106.59	98.79	116.76
"214971_s_at"	166.09	151.75	119.06	145.3	130.29	105.05	154.55	121.97	139.62	151.78	165.55	180.12	135.65	136.44	107.51	124.37	99.08	135.9	98.3	108.78	138.52	106.73	97.45	100.42	138.64
"214972_at"	240.97	207.66	200.08	204.46	195.54	221.22	240.58	242.19	193.7	240.77	185.56	221.66	184.7	234.15	217.06	193.91	206.28	210.29	190.94	225.85	251.16	302.49	246.48	204.11	231.42
"214973_x_at"	197.06	169.55	167.92	162.35	193.65	174.1	183.88	206.32	170.37	195.61	160.93	176.01	174.95	188.14	162.84	158.25	181.57	190.53	164.15	218.2	376.01	185.18	172.04	179	193.18
"214974_x_at"	25.87	17.99	24.89	14.09	25.06	22.8	21.71	23.82	23.7	25.4	20.12	12.96	32.15	17.75	18.29	20.23	21.84	27.25	15.84	20.64	35.71	26.4	110.48	26.93	20.91
"214975_s_at"	118.05	177.05	141.67	135.86	126.24	51.84	126.25	85.73	215.46	140.28	213.61	173.31	149.17	117.11	78.59	139.84	86.35	115.15	119.15	65.83	84.04	142.7	123.01	185.69	209.18
"214976_at"	132.25	167.81	164.91	139.55	158.44	160.55	189.02	181.73	150.55	174.11	176.05	180.61	141.76	174.22	148.52	161.2	163.5	180.24	167.97	189.5	179.08	221.79	173.23	187.11	150.25
"214977_at"	122.51	134.47	101.05	117.82	116.91	118.72	142.48	121.85	88.36	111.67	109.37	125.5	122.4	119.98	112.11	120.24	89.15	108.66	92.68	164.75	110.55	116.16	111.71	128.17	124.65
"214978_s_at"	175.91	249.22	188.88	184.06	217.27	213.45	254.16	213.85	175.58	200.07	164	182.81	198.33	215.91	217.06	183.27	202.83	191.55	184.21	221.7	175.13	1454.88	902.73	1204.27	268.26
"214979_at"	96.77	58.69	76.06	95.2	61.97	84.32	90.68	94.59	73.36	60.43	63.36	78.16	72.29	82.34	97.53	65.41	64.46	90.78	72.51	79.31	70.64	68.01	62.02	56.25	74.49
"214980_at"	161.37	183.05	175.54	168.28	190.2	185.69	183.48	162.23	153.31	158.9	170.7	164.16	178.98	195.52	183.48	155.8	145.65	169.87	135.74	197.06	163.53	225.23	171.42	144.23	191.94
"214981_at"	37.21	17.57	14.04	24.29	23.4	13.08	25.97	19.92	24.22	31.72	19.82	11.81	26.99	24.87	27.68	13.01	22.87	21.11	36.12	33.5	26.07	25.79	21.35	23.04	20.5
"214982_at"	34.43	33.27	29.42	32.3	24.78	39.52	28.71	32.34	26.3	36	44.98	33.28	30.92	36.89	47.64	30.02	31.65	25.66	32.39	45.96	33.51	52.49	42.28	45.7	38.82
"214983_at"	90.16	83.73	68.9	82.72	206.68	178.24	86.06	91.47	243.34	99.09	203.67	84.52	210.21	93.51	246.04	243.81	165.63	72.44	214.07	160.84	141.73	87.38	192.77	253.32	76.45
"214984_at"	84.73	106.31	96.92	75.9	66.4	63.15	110.54	90.1	77.4	126.86	72.55	118.09	74.21	94.34	60.85	75.45	60.07	82.12	72.12	48.05	83.52	107.81	87.54	63.83	140.78
"214985_at"	145.88	116.9	117.55	111.86	135.46	126.51	132.34	140.95	109.07	132.14	105.5	114.97	112.42	140.51	121.82	98.64	130.57	146.59	125.74	123.44	124.19	143.64	118.82	143.34	136.48
"214986_x_at"	297.19	278.84	262.66	259.77	317.03	303.82	293.13	276.64	249.46	322.22	276.7	295.4	314.61	314.91	276.07	267.5	265.59	247.17	259.24	351.46	351.42	306.11	285.68	248.12	338.48
"214987_at"	173.61	173.82	196.85	159.3	173.39	172.19	174.55	209.23	182.74	174.82	191.56	189.79	189.9	204.59	192.8	178.35	186.81	173.69	167.76	156.2	250.51	139.55	143.83	131.2	119.8
"214988_s_at"	1090.86	1201.86	1479.28	1287.44	1175.2	1312.7	1150.3	1390.15	1385.14	1271.66	1518.77	1238.63	1445.49	1177.97	1480.31	1321.11	1420.93	1221.91	1183.35	1143.47	1210.38	1340.66	1460.8	1425.88	973.37
"214989_x_at"	2149.48	3437.87	3908.8	3928.55	3139.91	4252.47	3422.86	3467.77	3346.18	3957.83	3693.8	3328.24	3281.9	4122.37	4920.26	3912.46	3516.41	3365.03	3166.5	4780.44	3825.23	3665.66	5475.51	2595.18	3065.99
"214990_at"	299.19	291.5	224.93	264.02	284.03	284.94	288.02	282.69	226.88	306.38	227.14	245.53	269.7	292.77	239.14	204.22	268.81	251.31	231.7	296.9	308.56	331.3	266.55	236.77	273.87
"214991_s_at"	182.93	187.37	167.77	176.21	173.69	191.6	181.65	182.66	175.61	204.9	157.61	194.13	176.13	197.97	164.87	167.66	186.01	198.78	168.7	145.38	188.17	164.58	172.46	176.05	181.18
"214992_s_at"	290.71	253.46	275.93	268.24	223.12	245.57	287.25	260.55	259.74	285.94	256.23	282.13	269.62	244.61	246.92	252.33	272.49	282.76	226.74	233.93	243.31	195.26	201.12	157.01	206.88
"214993_at"	76.05	75.01	70.74	91.75	79.54	96.65	69.04	70.14	92.86	99.99	76.8	82.03	73.42	80.25	89.02	77.53	62.43	62.96	89.65	141.5	92.15	245.57	148.5	295.17	136.23
"214994_at"	61.23	68.6	63.28	66.67	63.62	61.25	72.93	67.57	57.98	57.75	68.16	66.37	80.98	64.1	68.43	63.47	66.22	55.61	59.03	76.25	87.34	70.32	56.22	60.66	55.11
"214995_s_at"	201.94	163	172.42	169.03	176.88	157.14	180.04	198.81	155.82	170.65	167.71	161.25	181.54	203.1	145.88	160.97	181.94	212.52	197.2	193.96	196.5	174.23	153.02	147.17	159.69
"214996_at"	94.8	94.75	93.96	109.45	99.14	127.38	117.56	110.87	111.77	99.05	111.98	95.05	96.82	108.08	145.47	104.99	112.67	98.67	110.68	144.89	140.28	109.92	121.73	104.06	100.5
"214997_at"	110.57	138.54	162.39	147.1	123.43	127.28	164.2	127.66	109.66	131.89	126.19	150.91	137.51	150.42	156.48	131.03	158.23	123.34	112.09	123.05	137.21	141.25	161.85	182.93	191.33
"214998_at"	150.17	205.39	173.3	191.12	286.97	200.98	224.19	209.82	183.36	183.93	159.51	213.62	180.44	172.49	167.62	156	164.88	216.77	173.21	231.52	205.87	481.18	289.3	445.9	255.7
"214999_s_at"	281.53	320.68	251.06	269.73	265.02	309.86	326.92	285.84	269.1	279.95	320.42	286.71	293.74	306.87	298.61	253.77	242.47	304.64	260.48	331.02	330.05	434.46	323.1	332.21	307.88
"215000_s_at"	1095.03	1429.1	1507.64	1334.86	1466.44	1369.53	1154.94	1313.5	1510.34	1233.68	1190.43	1426.88	1351.2	1142.41	1430.09	1461.92	1367.43	1136.82	1361.13	1252.08	1252.22	1041.22	897.7	1186.72	717.79
"215001_s_at"	3725.53	4377.02	4957.79	4933.39	2335.15	4682.63	4528.89	5035.63	3406.53	3793.64	2559.55	3713.24	3986.59	4109.54	4400.86	3482.11	3373.01	5477.66	3764.75	4681.79	1793.48	3807.52	3144.5	2340.86	1228.9
"215002_at"	88.75	98.9	86.1	76.16	89.81	86.96	93.54	94.15	84.87	107.62	91.13	100.3	85.76	99.14	81.24	78.53	80.94	95.38	80.22	69.37	104.19	131.5	104.36	97.72	96.6
"215003_at"	233.01	205.75	173.32	162.98	205.87	209.42	207.93	204.02	190.6	211.55	163.31	184.82	189.78	203.04	170.35	163.36	188.73	172.23	172.62	231.51	207.03	281.85	202.24	234.01	225.16
"215004_s_at"	149.29	173.44	179.08	172.18	157.76	181.26	154.31	143.69	178.56	155.15	168.92	160.71	161.16	177.7	204.58	190.63	153.98	172.27	186.82	193.4	136.48	186.36	195.59	200.44	230.02
"215005_at"	330.94	331.14	266.62	307.74	285.8	307.62	340.05	328	233.51	302.95	327.54	284.2	263.97	360.08	329.29	256.09	296.9	322.69	280.44	389.67	300.51	358.44	361.75	278.54	468.02
"215006_at"	349.31	306.33	251.9	238.23	259.73	268.99	323.57	261.16	240.63	332.08	253.62	302.18	272.67	302.09	215.77	270.9	257.13	282.09	277.36	241.43	391.85	334.43	293.42	328.76	327.13
"215008_at"	37.82	56.43	57.05	46.15	55.14	58.3	66.57	58.3	38.37	59.79	57.05	57.55	51.6	48.84	50.31	53.37	52.01	65	43.75	57.7	63.2	56.62	54.86	49.59	71.75
"215009_s_at"	141.63	160.78	167	267.74	227.96	169.13	166.52	215.61	275.87	216.55	325.47	194.57	230.84	203.62	298.8	296.78	215.32	269.64	318.46	217.79	258.3	180.62	334.7	164.5	203.03
"215010_s_at"	81.14	99.58	82.79	94.43	84.59	85.35	87.98	76.26	83.74	95.79	86.92	87.38	87.8	99.5	82.69	83.08	67.79	80.72	85.73	96.62	87.52	168.14	148.97	196.96	176.02
"215011_at"	82.69	97.15	125.77	102.15	112.93	143.21	105.56	103.6	100.27	116.56	125.3	88.97	113.63	125.95	139.69	125.83	96.14	118.37	119.44	133.72	112.16	132.69	148.28	116.5	137.65
"215012_at"	234.28	421.93	359.2	426.71	306.15	298.52	328.41	412.11	361.9	383.78	268.14	414.74	318.26	372.15	638.36	404.73	279.75	434.54	342.77	449.69	429.28	251.05	593.32	212.21	231.03
"215013_s_at"	310.71	238.02	160.14	157.93	194.69	168.75	198.1	189.35	225.29	262.15	182.17	180.05	197.04	167.58	183.53	140.91	132.46	260.17	200.45	215.25	177.44	186.86	207.38	151.2	206.6
"215014_at"	222.49	259.06	190.34	243.07	212.47	211.78	178.33	313.12	378.91	272.7	167.1	263.11	324.73	242.16	289.94	279.32	166.05	376.43	197.17	151.49	390.94	577.17	423.88	549.07	78.85
"215015_at"	731.75	717.3	583.39	642.44	657.9	753.37	752.26	704.78	561.02	797.94	465.72	696.08	632.91	723.93	584.27	454.62	556.27	698.45	526.04	656.35	631.82	628.26	733.64	587.72	664.66
"215016_x_at"	1270.04	1357.7	1989.4	1650.85	1599.61	1983.8	1759.51	2236.96	2007.29	1715.81	1213.87	1680.12	1889.25	1749.44	2211.05	1958.43	1986.89	2352.58	1543.94	1618.82	2089.83	967.71	1787.66	1542.33	531.01
"215017_s_at"	83.8	184.02	162.16	201.15	167.99	251.17	202.2	231.83	182.28	130.1	96.44	162.58	189.82	194.37	256.13	141.43	132.65	115.13	164.98	110.15	303.78	242.08	306.32	165.86	894.39
"215018_at"	68.85	66.75	58.57	60.7	43.13	54.06	72.69	71.45	55.51	54.16	50.44	64.8	53.57	49.1	92.99	77.4	52.95	59.36	59.53	81.76	80.73	78.33	96.97	77.1	86.73
"215019_x_at"	208.97	159.77	174.58	158.29	195.95	189.87	202.43	206.15	145.93	201.09	144.55	188.38	164.17	178.6	127.71	140.66	206.38	178.99	141.66	194.41	215.24	166.08	148.23	168.11	204.5
"215020_at"	143.2	130.91	121.6	114.19	179.64	121.6	146.25	111.66	136.73	147.86	115.03	122.58	117.92	160.23	100.92	109.92	99.6	159.56	150.81	144.78	103.63	369.88	258.27	466.87	157.96
"215021_s_at"	111.16	113.73	117.61	104.89	175.12	117.6	117.63	122.57	143.87	143.82	135.1	125.83	109.07	134.13	107.62	120.9	115.33	135.25	151.48	182.66	96.98	428.09	305.79	492.99	107
"215022_x_at"	190.5	178.39	205.31	193.08	220.16	214.18	188.04	173.17	219.8	234.92	197.02	201.98	183.29	205.17	202.43	189.64	202.92	207.93	175.52	235.87	207.04	245.13	220.32	260.62	234.03
"215023_s_at"	133.11	131.99	161.93	154.61	142.8	115.97	130.34	129.95	168.12	158.73	169.29	150.78	139.43	139.17	139.09	149.12	109.88	156.07	131.81	130.39	138	163.86	153.49	155.3	158.62
"215024_at"	131.06	193.57	160.41	157.36	142.16	164.88	170.23	149.98	142.71	143.17	182.49	140.17	156.85	190.21	204.74	173.93	165.17	163.33	168.83	197.14	185.44	224.28	204.75	160.36	163.83
"215025_at"	363.76	367.36	352.9	351.59	356.55	318.2	380.7	334.94	389.73	428.47	359.99	432.05	402.81	358.5	308.01	373.67	323.09	431.76	335.19	288.74	454.78	329.35	297.68	272.19	277.99
"215026_x_at"	237.14	261.12	177.97	186.34	215.42	210.9	238.9	217.84	215.35	226.63	199.98	242.37	227.11	224.94	220.43	201.02	205.78	241.44	219.1	264.8	232.47	249.42	220.77	237.85	182.4
"215027_at"	247.75	210.99	201.45	218.69	207.79	257.4	243.53	231.55	183.21	238.45	169.74	215.49	218.04	231.31	186.97	170.59	180.55	195.74	175.4	229.26	198.47	179.02	190.94	166.06	193.88
"215028_at"	126.67	277.48	276.63	231.23	301.49	265.47	270.34	213.36	275.58	356.68	356.13	238.98	266.61	417.21	421.48	306.19	194.1	222.47	209.44	367.56	317.31	214.91	348.24	137.84	213.96
"215029_at"	77.1	134.54	146.36	146.74	77.36	104.66	132.37	181.77	129.63	110.03	148.53	122.12	108.08	144.7	235.29	197.4	156.63	153.74	115.58	178.2	126.12	92.26	171.48	111.35	157.96
"215030_at"	131.25	177.71	171.52	181.24	193.43	176.88	155.16	149.25	188.67	165.15	158.03	155.62	176.05	164.04	208.16	170.22	151.86	151.42	175.46	141.97	102.52	308.61	222.57	329.01	238.48
"215031_x_at"	177.36	191.54	179.81	206.72	213.15	203.42	172.5	168.81	189	193.38	180.81	173.25	191.04	180.19	174.9	185.73	195.05	169.75	196.1	261.18	200.44	207.72	208.65	245.36	244.09
"215032_at"	82.76	136.09	112.13	129.8	113.27	132.96	139.35	129.01	127.07	112.36	144.73	124.31	136.23	156.43	204.6	144.1	117.82	125.83	105.03	196.66	188.36	132.15	157.15	107.07	112.01
"215033_at"	101.93	83.79	87.79	93.09	117.24	94.75	99.33	97.38	75.24	125.12	86.72	88.42	88.31	98.17	85.9	80.15	89.33	90.14	94.24	99.88	101.36	96.21	86.54	83.01	89.02
"215034_s_at"	455.22	443.97	387.52	414.75	742.69	227.6	385.77	252.07	570.07	394.83	1504.74	469.15	534.95	381.37	235.87	470.36	383.5	399.02	472.28	472.97	114.17	124.25	81.3	122.13	83.83
"215035_at"	67.59	58.31	59.89	68.19	65.01	86.5	76.09	70.99	67.2	67.94	65.72	62.59	73.85	78.77	67.22	60.07	63.21	66.76	62.17	83.21	68.07	73.42	66.89	70.71	69.91
"215036_at"	223.51	204.71	228.06	224.06	242.83	350.55	264.92	268.79	161.9	229.61	197.58	197.23	234.78	248.11	248.26	188.47	226.94	202.35	231.95	303.57	362.56	219.64	191.87	158.2	255.37
"215037_s_at"	135.67	141.7	134.07	163.96	152.17	152.38	126.32	143.85	145.74	143.2	170.64	143.83	150.52	122.52	131.26	136.06	137.77	164.9	145.55	195.58	116.62	150.68	155.56	193.57	201.92
"215038_s_at"	135.55	187.96	230.17	196.72	161.27	200.56	148.8	180.85	231.03	174.97	218.8	168.69	194.01	163.94	227.99	226.88	213.99	171.05	189.99	194.09	185.35	189.14	270.38	245.68	207
